0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,2.900000000000000147e-02,1.700000000000001954e+00
1.200000000000000000e+01,3.200000000000000067e-02,2.300000000000001599e+00
1.200000000000000000e+01,3.500000000000000333e-02,2.600000000000001421e+00
1.200000000000000000e+01,3.799999999999999906e-02,3.200000000000001066e+00
1.200000000000000000e+01,4.100000000000000172e-02,2.300000000000001599e+00
1.200000000000000000e+01,4.200000000000000261e-02,-9.999999999999698019e-02
1.200000000000000000e+01,4.599999999999999922e-02,1.700000000000001954e+00
1.200000000000000000e+01,4.700000000000000011e-02,-1.899999999999995914e+00
1.200000000000000000e+01,5.000000000000000278e-02,8.000000000000024869e-01
1.200000000000000000e+01,5.299999999999999850e-02,8.000000000000024869e-01
1.200000000000000000e+01,5.700000000000000205e-02,2.000000000000001776e+00
1.200000000000000000e+01,6.099999999999999867e-02,2.000000000000001776e+00
1.200000000000000000e+01,6.300000000000000044e-02,3.500000000000000888e+00
1.200000000000000000e+01,6.600000000000000311e-02,2.000000000000001776e+00
1.200000000000000000e+01,7.000000000000000666e-02,2.300000000000001599e+00
1.200000000000000000e+01,7.299999999999999545e-02,8.000000000000024869e-01
1.200000000000000000e+01,7.599999999999999811e-02,8.000000000000024869e-01
1.200000000000000000e+01,7.900000000000000078e-02,2.600000000000001421e+00
1.200000000000000000e+01,8.300000000000000433e-02,1.100000000000002309e+00
1.200000000000000000e+01,8.600000000000000699e-02,2.000000000000001776e+00
1.200000000000000000e+01,8.899999999999999578e-02,1.700000000000001954e+00
1.200000000000000000e+01,9.199999999999999845e-02,2.600000000000001421e+00
1.200000000000000000e+01,9.500000000000000111e-02,8.000000000000024869e-01
1.200000000000000000e+01,9.900000000000000466e-02,5.000000000000026645e-01
1.200099999999999945e+01,3.000000000000000062e-03,2.000000000000001776e+00
1.200099999999999945e+01,5.000000000000000104e-03,1.100000000000002309e+00
1.200099999999999945e+01,9.000000000000001055e-03,1.100000000000002309e+00
1.200099999999999945e+01,1.200000000000000025e-02,1.100000000000002309e+00
1.200099999999999945e+01,1.499999999999999944e-02,1.400000000000002132e+00
1.200099999999999945e+01,1.800000000000000211e-02,8.000000000000024869e-01
1.200099999999999945e+01,2.100000000000000130e-02,1.400000000000002132e+00
1.200099999999999945e+01,2.400000000000000050e-02,8.000000000000024869e-01
1.200099999999999945e+01,2.699999999999999969e-02,5.000000000000026645e-01
1.200099999999999945e+01,3.300000000000000155e-02,1.100000000000002309e+00
1.200099999999999945e+01,3.899999999999999994e-02,1.700000000000001954e+00
1.200099999999999945e+01,4.399999999999999745e-02,1.400000000000002132e+00
1.200099999999999945e+01,5.200000000000000455e-02,5.000000000000026645e-01
1.200099999999999945e+01,5.500000000000000028e-02,-9.999999999999698019e-02
1.200099999999999945e+01,5.900000000000000383e-02,1.100000000000002309e+00
1.200099999999999945e+01,6.199999999999999956e-02,8.000000000000024869e-01
1.200099999999999945e+01,6.500000000000000222e-02,8.000000000000024869e-01
1.200099999999999945e+01,6.800000000000000488e-02,-9.999999999999698019e-02
1.200099999999999945e+01,7.200000000000000844e-02,1.100000000000002309e+00
1.200099999999999945e+01,7.599999999999999811e-02,2.000000000000001776e+00
1.200099999999999945e+01,8.899999999999999578e-02,1.100000000000002309e+00
1.200099999999999945e+01,9.099999999999999756e-02,2.600000000000001421e+00
1.200099999999999945e+01,9.500000000000000111e-02,8.000000000000024869e-01
1.200099999999999945e+01,9.800000000000000377e-02,5.000000000000026645e-01
1.200199999999999889e+01,1.000000000000000021e-03,1.700000000000001954e+00
1.200199999999999889e+01,5.000000000000000104e-03,8.000000000000024869e-01
1.200199999999999889e+01,1.200000000000000025e-02,2.000000000000001776e+00
1.200199999999999889e+01,6.700000000000000400e-02,2.000000000000028422e-01
1.200199999999999889e+01,6.900000000000000577e-02,3.500000000000000888e+00
1.200199999999999889e+01,7.699999999999999900e-02,2.600000000000001421e+00
1.200199999999999889e+01,8.500000000000000611e-02,1.400000000000002132e+00
1.200299999999999834e+01,4.200000000000000261e-02,2.900000000000001243e+00
1.200299999999999834e+01,4.399999999999999745e-02,4.700000000000000178e+00
1.200299999999999834e+01,9.199999999999999845e-02,2.300000000000001599e+00
1.200399999999999778e+01,5.000000000000000104e-03,2.900000000000001243e+00
1.200399999999999778e+01,8.000000000000000167e-03,2.900000000000001243e+00
