0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.025000000000000000e+01,-4.250000000000000000e+00,2.900000000000001243e+00
1.025000000000000000e+01,-2.750000000000000000e+00,2.300000000000001599e+00
1.025000000000000000e+01,1.500000000000000000e+00,2.900000000000001243e+00
1.050000000000000000e+01,-3.000000000000000000e+00,2.600000000000001421e+00
1.050000000000000000e+01,-1.750000000000000000e+00,2.300000000000001599e+00
1.050000000000000000e+01,-7.500000000000000000e-01,3.800000000000000711e+00
1.050000000000000000e+01,3.500000000000000000e+00,3.500000000000000888e+00
1.050000000000000000e+01,4.250000000000000000e+00,2.300000000000001599e+00
1.075000000000000000e+01,-3.750000000000000000e+00,2.900000000000001243e+00
1.075000000000000000e+01,2.250000000000000000e+00,3.500000000000000888e+00
1.075000000000000000e+01,3.000000000000000000e+00,2.600000000000001421e+00
1.100000000000000000e+01,-2.750000000000000000e+00,3.800000000000000711e+00
1.100000000000000000e+01,-1.750000000000000000e+00,2.900000000000001243e+00
1.100000000000000000e+01,-1.000000000000000000e+00,3.200000000000001066e+00
1.100000000000000000e+01,3.250000000000000000e+00,2.600000000000001421e+00
1.125000000000000000e+01,-3.500000000000000000e+00,4.400000000000000355e+00
1.125000000000000000e+01,-2.000000000000000000e+00,3.500000000000000888e+00
1.125000000000000000e+01,1.000000000000000000e+00,3.500000000000000888e+00
1.125000000000000000e+01,1.750000000000000000e+00,3.200000000000001066e+00
1.125000000000000000e+01,2.500000000000000000e+00,3.200000000000001066e+00
1.125000000000000000e+01,3.250000000000000000e+00,2.900000000000001243e+00
1.150000000000000000e+01,-2.250000000000000000e+00,4.100000000000000533e+00
1.150000000000000000e+01,-1.250000000000000000e+00,3.800000000000000711e+00
1.150000000000000000e+01,-5.000000000000000000e-01,3.200000000000001066e+00
1.150000000000000000e+01,5.000000000000000000e-01,3.500000000000000888e+00
1.150000000000000000e+01,2.000000000000000000e+00,3.200000000000001066e+00
1.150000000000000000e+01,4.250000000000000000e+00,3.800000000000000711e+00
1.175000000000000000e+01,-2.000000000000000000e+00,3.800000000000000711e+00
1.175000000000000000e+01,-1.250000000000000000e+00,2.000000000000001776e+00
1.175000000000000000e+01,7.500000000000000000e-01,3.800000000000000711e+00
1.200000000000000000e+01,-3.000000000000000000e+00,2.300000000000001599e+00
1.225000000000000000e+01,0.000000000000000000e+00,2.300000000000001599e+00
1.275000000000000000e+01,2.500000000000000000e-01,2.000000000000001776e+00
1.300000000000000000e+01,-7.500000000000000000e-01,2.300000000000001599e+00
